Date,Carsten,Yakunai,Nanu
20/158,9.8,9.8,20.7
21/158,10.9,10.9,21.5
22/158,7.5,7.5,18.7
23/158,8.1,8.1,19.5
24/158,7.0,7.0,20.3
25/158,8.7,8.7,22.5
26/158,11.2,11.2,22.8
27/158,12.0,12.0,24.7
28/158,14.0,14.0,26.3
01/159,16.7,16.7,27.4
02/159,20.4,20.4,30.8
03/159,23.2,23.2,30.8
04/159,27.9,27.9,33.4
05/159,28.0,28.0,34.2
06/159,29.0,29.0,33.8
07/159,26.4,26.4,34.2
08/159,26.2,26.2,33.5
09/159,27.6,27.6,31.6
10/159,27.2,27.2,31.0
11/159,25.2,25.2,31.2
12/159,22.9,22.9,30.6
13/159,17.8,17.8,28.7
14/159,19.3,19.3,28.3
15/159,21.0,21.0,25.9
16/159,18.0,18.0,23.4
17/159,16.9,16.9,23.4
18/159,16.0,16.0,21.6
19/159,13.0,13.0,21.9
20/159,12.8,12.8,19.1
21/159,9.0,9.0,19.4
22/159,5.4,5.4,16.1
23/159,7.8,7.8,17.0
24/159,6.1,6.1,17.7
25/159,9.2,9.2,18.5
26/159,13.6,13.6,18.2
27/159,13.2,13.2,20.7
28/159,16.1,16.1,22.2
01/160,16.7,16.7,22.6
02/160,16.4,16.4,24.2
03/160,20.2,20.2,26.6
04/160,24.0,24.0,28.1
05/160,23.0,23.0,29.0
06/160,27.8,27.8,29.7
07/160,25.1,25.1,30.0
08/160,24.6,24.6,29.1
09/160,25.4,25.4,29.3
10/160,23.3,23.3,29.5
11/160,21.6,21.6,29.3
12/160,20.0,20.0,27.3
13/160,16.8,16.8,26.4
14/160,17.4,17.4,24.4
15/160,18.3,18.3,25.4
16/160,17.8,17.8,24.0
17/160,16.8,16.8,24.1
18/160,15.0,15.0,23.1
19/160,15.5,15.5,22.2
20/160,13.9,13.9,22.1
21/160,9.3,9.3,20.3
22/160,7.3,7.3,19.7
23/160,7.0,7.0,21.9
24/160,9.3,9.3,23.2
25/160,10.7,10.7,21.5
26/160,12.6,12.6,22.0
27/160,13.4,13.4,23.1
28/160,14.5,14.5,23.9
01/161,14.4,14.4,24.4
02/161,16.3,16.3,25.9
03/161,18.3,18.3,25.2
04/161,19.0,19.0,25.4
05/161,22.2,22.2,26.7
06/161,25.2,25.2,27.9
07/161,27.3,27.3,28.2
08/161,24.7,24.7,26.6
09/161,24.1,24.1,24.5
10/161,21.8,21.8,23.6
11/161,19.3,19.3,21.8
12/161,17.2,17.2,18.8
13/161,16.5,16.5,20.1
14/161,12.9,12.9,20.6
15/161,16.2,16.2,19.8
16/161,16.7,16.7,17.6
17/161,13.2,13.2,17.8
18/161,9.1,9.1,18.1
19/161,7.1,7.1,16.9
20/161,2.9,2.9,15.4
21/161,0.6,0.6,18.1
22/161,-0.3,-0.3,16.0
23/161,0.3,0.3,13.9
24/161,4.4,4.4,16.3
25/161,7.6,7.6,19.1
26/161,10.8,10.8,20.8
27/161,14.3,14.3,22.5
28/161,14.8,14.8,23.6
01/162,16.4,16.4,23.8
02/162,17.7,17.7,26.3
03/162,21.1,21.1,27.6
04/162,20.9,20.9,29.4
05/162,21.5,21.5,29.4
06/162,25.3,25.3,30.9
07/162,26.8,26.8,32.0
08/162,25.4,25.4,34.1
09/162,25.8,25.8,32.2
10/162,22.4,22.4,31.2
11/162,21.5,21.5,30.0
12/162,21.4,21.4,29.6
13/162,20.8,20.8,27.7
14/162,18.4,18.4,27.8
15/162,17.6,17.6,26.6
16/162,16.8,16.8,24.5
17/162,13.8,13.8,21.4
18/162,12.9,12.9,20.3
19/162,13.3,13.3,19.7
20/162,10.9,10.9,18.0
21/162,8.7,8.7,16.1
22/162,7.0,7.0,15.6
23/162,6.1,6.1,17.4
24/162,9.2,9.2,17.3
25/162,10.4,10.4,17.2
26/162,11.2,11.2,17.6
27/162,14.3,14.3,18.7
28/162,16.9,16.9,20.5
01/163,19.0,19.0,21.3
02/163,18.5,18.5,22.6
03/163,19.4,19.4,24.4
04/163,22.6,22.6,26.1
05/163,26.1,26.1,25.8
06/163,27.7,27.7,24.7
07/163,25.3,25.3,28.0
08/163,26.0,26.0,27.9
09/163,22.6,22.6,27.9
10/163,24.8,24.8,29.9
11/163,23.9,23.9,29.1
12/163,24.8,24.8,28.4
13/163,21.7,21.7,29.4
14/163,19.6,19.6,27.4
15/163,17.1,17.1,27.1
16/163,14.9,14.9,26.8
17/163,14.7,14.7,27.9
18/163,16.4,16.4,25.7
19/163,14.0,14.0,25.7
20/163,11.6,11.6,24.9
21/163,9.3,9.3,24.9
22/163,11.7,11.7,23.6
23/163,9.7,9.7,24.1
24/163,13.2,13.2,24.1
25/163,13.9,13.9,24.3
26/163,18.0,18.0,25.2
27/163,21.2,21.2,27.3
28/163,23.4,23.4,29.0
01/164,20.7,20.7,28.7
02/164,22.8,22.8,29.5
03/164,24.1,24.1,28.2
04/164,22.5,22.5,29.4
05/164,24.4,24.4,29.6
06/164,24.3,24.3,32.5
07/164,29.0,29.0,30.9
08/164,28.8,28.8,31.2
09/164,26.6,26.6,29.3
10/164,24.4,24.4,31.7
11/164,23.9,23.9,30.6
12/164,21.9,21.9,29.2
13/164,21.9,21.9,28.0
14/164,18.5,18.5,26.7
15/164,20.5,20.5,25.0
16/164,18.5,18.5,24.0
17/164,16.7,16.7,21.2
18/164,16.4,16.4,22.1
19/164,15.9,15.9,21.3
20/164,14.1,14.1,19.5
21/164,12.6,12.6,20.1
22/164,10.9,10.9,18.7
23/164,10.2,10.2,19.5
24/164,10.4,10.4,22.3
25/164,11.1,11.1,21.9
26/164,16.0,16.0,22.4
27/164,17.2,17.2,25.5
28/164,20.0,20.0,27.1
01/165,21.5,21.5,29.2
02/165,21.0,21.0,28.3
03/165,21.9,21.9,30.9
04/165,27.7,27.7,31.7
05/165,28.5,28.5,33.3
06/165,31.6,31.6,35.9
07/165,32.5,32.5,35.4
08/165,32.3,32.3,35.9
09/165,29.4,29.4,35.2
10/165,26.3,26.3,34.6
11/165,21.0,21.0,32.1
12/165,19.5,19.5,31.2
13/165,18.9,18.9,31.7
14/165,18.3,18.3,31.0
15/165,19.9,19.9,28.4
16/165,15.7,15.7,28.4
17/165,16.8,16.8,27.0
18/165,14.2,14.2,25.3
19/165,11.6,11.6,26.1
20/165,10.6,10.6,24.5
21/165,8.4,8.4,21.6
22/165,11.2,11.2,19.8
23/165,10.8,10.8,18.8
24/165,8.6,8.6,19.3
25/165,10.5,10.5,21.2
26/165,10.0,10.0,20.3
27/165,11.2,11.2,18.6
28/165,14.7,14.7,19.5
01/166,15.0,15.0,20.9
02/166,18.6,18.6,22.5
03/166,21.5,21.5,23.8
04/166,20.7,20.7,25.2
05/166,24.9,24.9,26.2
06/166,29.7,29.7,26.1
07/166,29.8,29.8,25.3
08/166,29.0,29.0,24.9
09/166,26.7,26.7,24.6
10/166,24.5,24.5,23.8
11/166,25.1,25.1,26.5
12/166,21.9,21.9,26.4
13/166,21.4,21.4,25.1
14/166,17.7,17.7,24.4
15/166,16.5,16.5,22.9
16/166,16.2,16.2,22.4
17/166,17.1,17.1,23.0
18/166,13.8,13.8,22.1
19/166,11.3,11.3,21.2
20/166,9.1,9.1,20.9
21/166,6.6,6.6,21.2
22/166,10.3,10.3,19.9
23/166,11.2,11.2,20.1
24/166,12.5,12.5,19.5
25/166,14.1,14.1,20.2
26/166,15.9,15.9,23.0
27/166,16.4,16.4,25.2
28/166,15.4,15.4,25.6
01/167,16.1,16.1,26.2
02/167,17.0,17.0,28.4
03/167,19.6,19.6,28.2
04/167,22.8,22.8,30.2
05/167,24.0,24.0,30.1
06/167,23.4,23.4,31.7
07/167,27.5,27.5,31.7
08/167,27.7,27.7,31.0
09/167,24.6,24.6,29.4
10/167,23.9,23.9,29.9
11/167,22.9,22.9,27.9
12/167,24.1,24.1,27.0
13/167,21.8,21.8,24.9
14/167,20.9,20.9,24.3
15/167,20.1,20.1,22.9
16/167,18.2,18.2,21.7
17/167,13.9,13.9,19.5
18/167,9.7,9.7,19.9
19/167,12.8,12.8,19.9
20/167,7.7,7.7,17.4
21/167,8.6,8.6,16.0
22/167,7.7,7.7,15.9
23/167,7.3,7.3,16.4
24/167,8.0,8.0,17.0
25/167,13.6,13.6,17.5
26/167,16.7,16.7,18.3
27/167,19.3,19.3,20.6
28/167,19.4,19.4,22.4
01/168,15.5,15.5,23.4
02/168,19.4,19.4,25.9
03/168,22.5,22.5,27.6
04/168,24.4,24.4,29.3
05/168,28.3,28.3,31.5
06/168,29.0,29.0,33.0
07/168,32.1,32.1,33.4
08/168,30.6,30.6,33.2
09/168,27.7,27.7,32.5
10/168,29.9,29.9,30.9
11/168,26.0,26.0,29.8
12/168,21.9,21.9,30.9
13/168,20.4,20.4,30.5
14/168,17.6,17.6,29.8
15/168,18.0,18.0,29.4
16/168,17.8,17.8,26.2
17/168,15.6,15.6,27.0
18/168,13.7,13.7,26.1
19/168,10.0,10.0,22.5
20/168,8.6,8.6,22.1
21/168,9.1,9.1,22.4
22/168,8.3,8.3,23.1
23/168,5.8,5.8,24.6
24/168,9.6,9.6,22.3
25/168,8.3,8.3,22.6
26/168,11.4,11.4,22.6
27/168,14.4,14.4,25.2
28/168,13.5,13.5,25.9
01/169,16.3,16.3,26.7
02/169,23.0,23.0,26.9
03/169,24.5,24.5,27.5
04/169,26.0,26.0,29.2
05/169,26.7,26.7,29.4
06/169,29.9,29.9,28.3
07/169,32.4,32.4,29.4
08/169,33.7,33.7,29.4
09/169,30.4,30.4,28.7
10/169,31.6,31.6,26.5
11/169,27.7,27.7,27.8
12/169,27.2,27.2,24.6
13/169,24.0,24.0,25.4
14/169,22.7,22.7,27.4
15/169,24.0,24.0,27.1
16/169,20.3,20.3,24.9
17/169,15.2,15.2,25.0
18/169,13.8,13.8,23.3
19/169,13.8,13.8,21.9
20/169,12.8,12.8,20.8
21/169,11.7,11.7,21.3
22/169,11.7,11.7,22.2
23/169,10.1,10.1,23.9
24/169,10.3,10.3,23.0
25/169,11.5,11.5,25.3
26/169,14.3,14.3,24.6
27/169,16.1,16.1,26.1
28/169,14.5,14.5,27.8
01/170,17.3,17.3,27.9
02/170,20.8,20.8,29.1
03/170,20.3,20.3,32.9
04/170,21.5,21.5,33.6
05/170,21.7,21.7,34.6
06/170,24.6,24.6,34.1
07/170,27.6,27.6,32.6
08/170,28.0,28.0,34.2
09/170,25.7,25.7,32.1
10/170,25.0,25.0,29.2
11/170,22.8,22.8,26.5
12/170,17.9,17.9,27.0
13/170,17.7,17.7,25.7
14/170,19.6,19.6,25.0
15/170,18.5,18.5,24.5
16/170,17.6,17.6,22.4
17/170,18.5,18.5,19.4
18/170,15.6,15.6,20.4
19/170,13.6,13.6,17.5
20/170,9.2,9.2,17.5
21/170,7.3,7.3,17.1
22/170,6.3,6.3,16.8
23/170,6.4,6.4,16.4
24/170,9.3,9.3,16.8
25/170,10.2,10.2,17.2
26/170,12.8,12.8,17.0
27/170,16.6,16.6,17.7
28/170,14.5,14.5,17.6
01/171,17.5,17.5,19.6
02/171,18.0,18.0,22.2
03/171,17.5,17.5,22.7
04/171,21.1,21.1,25.7
05/171,24.6,24.6,27.4
06/171,26.4,26.4,26.4
07/171,25.5,25.5,27.3
08/171,23.5,23.5,27.9
09/171,24.8,24.8,26.7
10/171,25.6,25.6,28.0
11/171,23.0,23.0,27.3
12/171,19.8,19.8,25.8
13/171,18.3,18.3,25.0
14/171,16.1,16.1,26.6
15/171,10.4,10.4,26.7
16/171,12.1,12.1,27.4
17/171,12.2,12.2,26.0
18/171,12.9,12.9,23.8
19/171,8.6,8.6,20.9
20/171,8.0,8.0,19.6
21/171,2.5,2.5,19.5
22/171,4.5,4.5,19.3
23/171,6.8,6.8,20.1
24/171,6.6,6.6,20.9
25/171,10.0,10.0,21.2
26/171,12.6,12.6,21.9
27/171,14.1,14.1,22.4
28/171,16.0,16.0,22.9
01/172,15.0,15.0,26.0
02/172,17.2,17.2,25.3
03/172,22.9,22.9,26.1
04/172,22.5,22.5,26.3
05/172,23.6,23.6,25.3
06/172,26.3,26.3,23.9
07/172,24.0,24.0,26.2
08/172,25.1,25.1,25.0
09/172,26.7,26.7,24.6
10/172,27.4,27.4,24.2
11/172,24.0,24.0,22.7
12/172,23.5,23.5,22.0
13/172,20.7,20.7,23.0
14/172,19.9,19.9,23.3
15/172,18.9,18.9,20.7
16/172,16.3,16.3,19.1
17/172,15.2,15.2,19.3
18/172,14.3,14.3,19.3
19/172,9.8,9.8,19.5
20/172,7.1,7.1,17.1
21/172,3.0,3.0,17.2
22/172,4.2,4.2,17.5
23/172,6.6,6.6,17.2
24/172,5.7,5.7,17.0
25/172,8.1,8.1,19.8
26/172,10.5,10.5,20.6
27/172,12.5,12.5,22.6
28/172,14.8,14.8,25.3
01/173,15.2,15.2,26.3
02/173,16.5,16.5,27.4
03/173,18.5,18.5,28.5
04/173,23.2,23.2,28.4
05/173,27.3,27.3,31.0
06/173,26.7,26.7,30.1
07/173,28.0,28.0,31.4
08/173,27.8,27.8,31.7
09/173,26.2,26.2,32.4
10/173,24.9,24.9,31.0
11/173,23.5,23.5,32.7
12/173,23.2,23.2,31.7
13/173,20.6,20.6,30.0
14/173,18.8,18.8,28.6
15/173,16.6,16.6,26.8
16/173,15.2,15.2,24.9
17/173,18.0,18.0,22.6
18/173,17.9,17.9,21.8
19/173,14.2,14.2,19.8
20/173,12.2,12.2,19.3
21/173,11.7,11.7,19.2
22/173,13.1,13.1,20.6
23/173,10.5,10.5,19.1
24/173,12.2,12.2,19.6
25/173,13.4,13.4,21.3
26/173,16.6,16.6,21.8
27/173,20.5,20.5,22.3
28/173,22.0,22.0,21.4
01/174,25.1,25.1,24.2
02/174,24.4,24.4,26.9
03/174,24.0,24.0,27.7
04/174,25.5,25.5,28.8
05/174,26.7,26.7,29.0
06/174,29.9,29.9,31.1
07/174,28.9,28.9,32.2
08/174,28.4,28.4,32.6
09/174,29.2,29.2,33.3
10/174,29.0,29.0,31.0
11/174,27.6,27.6,30.9
12/174,27.1,27.1,29.4
13/174,26.1,26.1,29.8
14/174,23.0,23.0,29.0
15/174,21.5,21.5,27.9
16/174,19.3,19.3,27.3
17/174,18.6,18.6,26.6
18/174,15.6,15.6,27.8
19/174,14.1,14.1,27.5
20/174,12.6,12.6,24.5
21/174,11.2,11.2,23.9
22/174,11.9,11.9,25.1
23/174,12.6,12.6,23.7
24/174,12.6,12.6,23.1
25/174,13.4,13.4,25.1
26/174,15.2,15.2,24.6
27/174,16.6,16.6,26.2
28/174,20.4,20.4,28.3
01/175,23.3,23.3,29.4
02/175,24.7,24.7,28.5
03/175,24.9,24.9,31.0
04/175,27.5,27.5,32.5
05/175,26.7,26.7,30.1
06/175,26.1,26.1,28.9
07/175,30.7,30.7,28.3
08/175,31.7,31.7,27.0
09/175,29.6,29.6,27.5
10/175,28.0,28.0,27.3
11/175,24.9,24.9,26.1
12/175,22.2,22.2,25.0
13/175,20.2,20.2,24.5
14/175,20.6,20.6,25.3
15/175,19.1,19.1,23.3
16/175,15.2,15.2,21.7
17/175,14.8,14.8,21.7
18/175,16.3,16.3,21.2
19/175,11.7,11.7,19.2
20/175,8.8,8.8,19.3
21/175,8.2,8.2,17.7
22/175,6.9,6.9,16.7
23/175,5.8,5.8,18.5
24/175,10.4,10.4,18.4
25/175,12.1,12.1,21.0
26/175,15.6,15.6,21.6
27/175,16.4,16.4,21.9
28/175,15.1,15.1,25.8
01/176,15.9,15.9,25.9
02/176,19.6,19.6,27.4
03/176,21.2,21.2,28.4
04/176,23.6,23.6,29.3
05/176,23.2,23.2,30.3
06/176,26.0,26.0,29.0
07/176,28.9,28.9,30.4
08/176,28.8,28.8,30.6
09/176,29.4,29.4,31.3
10/176,27.7,27.7,33.6
11/176,26.3,26.3,31.6
12/176,23.8,23.8,29.2
13/176,20.0,20.0,27.5
14/176,18.4,18.4,26.3
15/176,17.7,17.7,26.1
16/176,15.0,15.0,24.4
17/176,18.6,18.6,23.8
18/176,16.3,16.3,22.6
19/176,11.1,11.1,22.0
20/176,7.9,7.9,20.3
21/176,6.5,6.5,20.4
22/176,7.1,7.1,18.7
23/176,7.3,7.3,18.4
24/176,8.8,8.8,19.8
25/176,10.3,10.3,19.8
26/176,11.0,11.0,18.5
27/176,12.2,12.2,16.2
28/176,14.3,14.3,18.1
01/177,14.3,14.3,20.5
02/177,16.0,16.0,22.2
03/177,16.8,16.8,22.6
04/177,19.4,19.4,23.0
05/177,22.6,22.6,24.0
06/177,24.6,24.6,24.3
07/177,23.2,23.2,24.9
08/177,24.9,24.9,26.7
09/177,26.8,26.8,27.3
10/177,23.4,23.4,28.0
11/177,21.2,21.2,27.5
12/177,19.1,19.1,26.9
13/177,17.3,17.3,22.9
14/177,14.7,14.7,25.7
15/177,14.6,14.6,24.1
16/177,15.6,15.6,24.4
17/177,14.4,14.4,24.0
18/177,14.8,14.8,24.5
19/177,11.2,11.2,25.1
20/177,9.1,9.1,23.9
21/177,6.5,6.5,22.3
22/177,8.7,8.7,24.0
23/177,9.5,9.5,25.4
24/177,10.7,10.7,25.0
25/177,11.9,11.9,23.7
26/177,16.4,16.4,23.8
27/177,20.0,20.0,24.9
28/177,16.6,16.6,27.5
01/178,18.9,18.9,28.0
02/178,19.3,19.3,27.8
03/178,21.4,21.4,29.5
04/178,25.8,25.8,28.4
05/178,27.1,27.1,29.9
06/178,28.8,28.8,30.7
07/178,30.7,30.7,30.8
08/178,31.9,31.9,32.0
09/178,29.7,29.7,30.8
10/178,29.4,29.4,30.7
11/178,25.6,25.6,28.7
12/178,23.7,23.7,27.2
13/178,19.1,19.1,25.6
14/178,21.4,21.4,25.3
15/178,21.4,21.4,25.0
16/178,20.0,20.0,23.3
17/178,16.6,16.6,22.1
18/178,15.1,15.1,21.0
19/178,12.7,12.7,20.9
20/178,11.9,11.9,21.8
21/178,10.2,10.2,19.8
22/178,9.2,9.2,17.5
23/178,9.6,9.6,16.5
24/178,12.0,12.0,18.0
25/178,12.4,12.4,19.5
26/178,15.3,15.3,19.6
27/178,16.6,16.6,20.4
28/178,17.7,17.7,22.6
01/179,19.7,19.7,24.3
02/179,21.0,21.0,26.4
03/179,23.0,23.0,29.9
04/179,21.3,21.3,29.7
05/179,23.4,23.4,33.5
06/179,27.5,27.5,32.6
07/179,28.7,28.7,33.1
08/179,32.3,32.3,34.2
09/179,29.3,29.3,33.7
10/179,29.7,29.7,33.7
11/179,25.7,25.7,32.4
12/179,21.2,21.2,30.1
13/179,19.7,19.7,29.8
14/179,19.4,19.4,26.1
15/179,18.2,18.2,26.4
16/179,20.5,20.5,27.3
17/179,18.9,18.9,27.3
18/179,16.6,16.6,25.1
19/179,14.8,14.8,24.0
20/179,10.7,10.7,23.1
21/179,7.1,7.1,24.2
22/179,9.1,9.1,20.8
23/179,11.4,11.4,21.0
24/179,11.8,11.8,19.2
25/179,13.7,13.7,20.7
26/179,13.4,13.4,20.9
27/179,16.4,16.4,23.5
28/179,20.0,20.0,24.5
01/180,19.5,19.5,24.3
02/180,19.8,19.8,23.9
03/180,20.4,20.4,23.3
04/180,25.1,25.1,25.0
05/180,26.9,26.9,25.4
06/180,26.2,26.2,25.8
07/180,28.1,28.1,25.9
08/180,26.5,26.5,26.1
09/180,25.7,25.7,25.5
10/180,23.8,23.8,24.5
11/180,19.7,19.7,24.1
12/180,19.0,19.0,23.2
13/180,18.3,18.3,22.2
14/180,17.2,17.2,23.7
15/180,15.8,15.8,21.7
16/180,14.2,14.2,22.3
17/180,12.3,12.3,24.6
18/180,9.6,9.6,22.3
19/180,8.6,8.6,20.3
20/180,8.6,8.6,20.5
21/180,7.8,7.8,18.6
22/180,6.6,6.6,18.4
23/180,5.7,5.7,18.2
24/180,6.8,6.8,18.9
25/180,8.9,8.9,21.0
26/180,12.1,12.1,21.4
27/180,14.1,14.1,24.2
28/180,14.8,14.8,24.4
01/181,17.3,17.3,25.2
02/181,16.2,16.2,26.4
03/181,17.7,17.7,29.4
04/181,19.4,19.4,30.5
05/181,23.4,23.4,30.0
06/181,24.5,24.5,29.7
07/181,26.1,26.1,31.1
08/181,25.0,25.0,29.9
09/181,27.0,27.0,28.2
10/181,23.5,23.5,27.7
11/181,21.1,21.1,26.3
12/181,21.3,21.3,25.0
13/181,22.2,22.2,24.1
14/181,20.6,20.6,23.1
15/181,17.9,17.9,22.6
16/181,15.7,15.7,21.1
17/181,14.3,14.3,19.1
18/181,11.7,11.7,18.4
19/181,8.3,8.3,16.7
20/181,4.5,4.5,16.9
21/181,5.6,5.6,14.9
22/181,4.4,4.4,13.0
23/181,6.5,6.5,11.5
24/181,9.8,9.8,12.5
25/181,9.3,9.3,15.0
26/181,10.0,10.0,16.5
27/181,10.8,10.8,16.9
28/181,12.9,12.9,17.9
01/182,17.5,17.5,19.4
02/182,18.6,18.6,22.6
03/182,21.9,21.9,24.3
04/182,23.7,23.7,25.9
05/182,23.2,23.2,25.9
06/182,26.2,26.2,27.6
07/182,26.4,26.4,30.5
08/182,27.4,27.4,29.7
09/182,23.9,23.9,29.3
10/182,25.0,25.0,29.2
11/182,22.5,22.5,28.0
12/182,19.4,19.4,27.3
13/182,17.7,17.7,27.6
14/182,18.0,18.0,26.5
15/182,17.2,17.2,26.0
16/182,18.9,18.9,24.3
17/182,15.5,15.5,23.7
18/182,12.7,12.7,21.7
19/182,11.2,11.2,23.7
20/182,10.0,10.0,22.7
21/182,7.9,7.9,21.4
22/182,8.1,8.1,20.8
23/182,7.9,7.9,21.6
24/182,7.7,7.7,20.1
25/182,12.1,12.1,20.9
26/182,14.7,14.7,19.4
27/182,16.6,16.6,23.0
28/182,19.1,19.1,23.8
01/183,18.9,18.9,23.7
02/183,20.4,20.4,23.2
03/183,21.6,21.6,24.0
04/183,21.3,21.3,24.2
05/183,22.5,22.5,25.1
06/183,24.4,24.4,26.3
07/183,23.7,23.7,26.9
08/183,27.2,27.2,27.6
09/183,29.6,29.6,25.6
10/183,27.7,27.7,25.0
11/183,25.1,25.1,26.0
12/183,24.0,24.0,25.2
13/183,21.5,21.5,26.7
14/183,20.1,20.1,24.9
15/183,16.4,16.4,24.4
16/183,16.8,16.8,23.3
17/183,15.7,15.7,22.1
18/183,17.1,17.1,20.1
19/183,15.0,15.0,20.6
20/183,14.3,14.3,19.1
21/183,8.6,8.6,20.0
22/183,9.1,9.1,21.0
23/183,12.1,12.1,20.6
24/183,14.1,14.1,21.3
25/183,14.1,14.1,23.6
26/183,15.5,15.5,26.4
27/183,16.4,16.4,26.3
28/183,19.8,19.8,27.9
01/184,20.5,20.5,28.7
02/184,24.7,24.7,31.7
03/184,23.6,23.6,30.6
04/184,25.4,25.4,32.8
05/184,27.7,27.7,31.5
06/184,29.9,29.9,32.8
07/184,34.1,34.1,35.6
08/184,32.9,32.9,33.8
09/184,30.8,30.8,33.8
10/184,27.2,27.2,33.7
11/184,26.6,26.6,33.1
12/184,23.9,23.9,33.4
13/184,22.9,22.9,31.4
14/184,22.4,22.4,30.1
15/184,19.3,19.3,29.4
16/184,18.2,18.2,26.6
17/184,16.4,16.4,25.1
18/184,13.4,13.4,22.4
19/184,13.5,13.5,20.6
20/184,9.6,9.6,21.7
21/184,8.6,8.6,19.2
22/184,6.4,6.4,19.8
23/184,8.5,8.5,19.4
24/184,10.7,10.7,18.3
25/184,10.4,10.4,18.2
26/184,11.1,11.1,18.6
27/184,13.6,13.6,19.8
28/184,16.3,16.3,22.3
01/185,17.0,17.0,22.9
02/185,21.2,21.2,25.0
03/185,21.9,21.9,26.0
04/185,22.4,22.4,28.5
05/185,26.1,26.1,30.3
06/185,26.2,26.2,30.6
07/185,26.8,26.8,31.8
08/185,27.0,27.0,31.8
09/185,29.1,29.1,31.1
10/185,28.5,28.5,29.5
11/185,27.8,27.8,29.5
12/185,25.4,25.4,29.5
13/185,22.1,22.1,28.5
14/185,19.6,19.6,29.4
15/185,17.9,17.9,30.2
16/185,17.5,17.5,28.0
17/185,16.1,16.1,25.4
18/185,14.9,14.9,25.8
19/185,13.0,13.0,25.5
20/185,10.5,10.5,24.3
21/185,8.9,8.9,23.7
22/185,9.8,9.8,23.0
23/185,8.6,8.6,21.1
24/185,10.3,10.3,20.1
25/185,10.4,10.4,20.8
26/185,11.8,11.8,21.1
27/185,14.6,14.6,24.0
28/185,15.4,15.4,23.2
01/186,17.4,17.4,23.9
02/186,18.8,18.8,23.9
03/186,15.9,15.9,24.2
04/186,19.4,19.4,27.6
05/186,22.1,22.1,27.4
06/186,23.8,23.8,28.8
07/186,25.0,25.0,28.3
08/186,25.6,25.6,29.1
09/186,22.3,22.3,25.9
10/186,23.3,23.3,25.0
11/186,21.9,21.9,24.3
12/186,17.5,17.5,23.0
13/186,19.8,19.8,21.5
14/186,17.5,17.5,22.4
15/186,17.2,17.2,21.7
16/186,17.1,17.1,19.3
17/186,15.3,15.3,18.5
18/186,13.3,13.3,17.7
19/186,11.9,11.9,17.9
20/186,10.3,10.3,17.1
21/186,9.4,9.4,16.4
22/186,5.9,5.9,16.4
23/186,5.9,5.9,17.8
24/186,8.3,8.3,19.9
25/186,9.6,9.6,19.9
26/186,14.2,14.2,23.1
27/186,12.2,12.2,22.1
28/186,14.5,14.5,21.6
01/187,20.8,20.8,24.6
02/187,20.7,20.7,25.4
03/187,23.6,23.6,28.0
04/187,25.2,25.2,29.8
05/187,26.1,26.1,30.3
06/187,23.8,23.8,30.9
07/187,25.6,25.6,32.8
08/187,26.6,26.6,33.3
09/187,25.5,25.5,33.5
10/187,23.8,23.8,32.5
11/187,22.7,22.7,31.8
12/187,24.1,24.1,28.5
13/187,21.6,21.6,27.1
14/187,20.7,20.7,27.4
15/187,21.1,21.1,27.2
16/187,16.2,16.2,24.2
17/187,15.9,15.9,22.9
18/187,13.4,13.4,23.6
19/187,11.4,11.4,21.2
20/187,9.9,9.9,19.2
21/187,7.6,7.6,18.1
22/187,7.9,7.9,19.0
23/187,9.2,9.2,19.5
24/187,8.9,8.9,18.1
25/187,13.0,13.0,19.5
26/187,14.6,14.6,20.4
27/187,16.0,16.0,21.6
28/187,16.9,16.9,22.6
01/188,18.3,18.3,24.9
02/188,22.6,22.6,26.8
03/188,23.9,23.9,26.9
04/188,25.0,25.0,26.1
05/188,25.9,25.9,25.8
06/188,25.6,25.6,28.5
07/188,28.1,28.1,28.9
08/188,28.0,28.0,28.8
09/188,27.2,27.2,30.3
10/188,27.6,27.6,29.2
11/188,25.6,25.6,26.8
12/188,26.0,26.0,27.2
13/188,23.1,23.1,26.0
14/188,18.6,18.6,25.5
15/188,20.7,20.7,25.8
16/188,20.0,20.0,27.2
17/188,20.3,20.3,26.6
18/188,17.2,17.2,27.0
19/188,17.1,17.1,26.2
20/188,13.7,13.7,23.0
21/188,10.1,10.1,24.1
22/188,7.6,7.6,26.1
23/188,9.5,9.5,26.4
24/188,10.0,10.0,26.2
25/188,13.1,13.1,26.6
26/188,14.5,14.5,26.3
27/188,14.6,14.6,29.0
28/188,17.7,17.7,29.0
01/189,17.1,17.1,31.2
02/189,18.8,18.8,31.4
03/189,18.3,18.3,32.0
04/189,21.8,21.8,31.4
05/189,26.6,26.6,31.0
06/189,28.4,28.4,29.7
07/189,30.4,30.4,30.5
08/189,31.3,31.3,30.0
09/189,27.9,27.9,29.6
10/189,27.4,27.4,28.1
11/189,25.9,25.9,28.0
12/189,22.7,22.7,25.0
13/189,22.2,22.2,23.8
14/189,22.7,22.7,20.7
15/189,18.1,18.1,21.7
16/189,19.8,19.8,19.6
17/189,18.6,18.6,20.1
18/189,15.6,15.6,18.5
19/189,15.9,15.9,17.6
20/189,11.4,11.4,14.5
21/189,12.0,12.0,13.4
22/189,11.4,11.4,12.6
23/189,9.3,9.3,14.4
24/189,8.7,8.7,16.0
